dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;custom.frequence;custom.cycle;custom.periodicity;pigma.identifiant-pigma;pigma.lien-pigma;pigma.origine;pigma.frequence;pigma.remarque_frequence;datasetid
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PACS par jour 2020;<p>Nombre de pacs par jour en 2020<br/></p>;Etat Civil;PACS,2020;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2021-02-09T14:30:19+00:00;False;False;2021-02-09T14:31:37+00:00;2025-06-02T08:04:34.886000+00:00;fr_70_243300316;True;Bordeaux Métropole;;;Ville de Talence;;145;;;;;;;False;;;;;;;;;;;pacs-par-jour-2020
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arceaux pour vélos cargos sur la commune du Haillan;;Transports/mobilité;;;;fr;fr;;2024-02-29T13:22:16+00:00;False;False;2024-03-04T13:07:03+00:00;2025-06-02T08:04:55.675000+00:00;;False;;Point;"{""coordinates"": [[[-0.6716370396316051, 44.88487996626645], [-0.6793890427798033, 44.88487996626645], [-0.6793890427798033, 44.86585899721831], [-0.6716370396316051, 44.86585899721831], [-0.6716370396316051, 44.88487996626645]]], ""type"": ""Polygon""}";Ville Le Haillan;;5;;;;;;;False;;;;;;;;;;;leh-arceaux-pour-velos-cargos
;2012-09-20;Ville de Bordeaux;Finances;;;Annuelle;;;Chapitre;Précision : Bonne, Exhaustivité : Totale;;;;;;;;;;;;;;;;;;;;;;;;Budget 2006 par nomenclature de la ville de Bordeaux;Budget 2006 par nomenclature.;Finances;Budget principal,Chapitre,Nomenclature;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-08T10:31:36+00:00;False;False;2020-07-23T12:50:23+00:00;2025-06-02T08:06:57.219000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;35;;;;;;;False;;;Millésimée;Finalisé;;;;;;;bor_budgetnomenc_2006
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sites et espaces municipaux de la ville du Haillan;<p>Fichier recensant la localisation tous les sites et espaces municipaux : aires de jeux, équipements sportifs, établissements scolaires, monuments, crèches, salles associatives, services municipaux et WC publics.</p><p>Données produites par la Ville du Haillan. </p>;Observation / connaissance du territoire;salles municipales,Petite enfance,sport;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Amsterdam;2023-05-11T13:58:54+00:00;False;False;2026-03-10T15:16:57+00:00;2026-03-10T15:16:57.693000+00:00;fr_80_33200;False;Le Haillan;Point;"{""coordinates"": [[[-0.6701340805739164, 44.88581999670714], [-0.6888170074671507, 44.88581999670714], [-0.6888170074671507, 44.86164197791368], [-0.6701340805739164, 44.86164197791368], [-0.6701340805739164, 44.88581999670714]]], ""type"": ""Polygon""}";Ville Le Haillan;;55;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;leh_sites_et_espaces_municipaux
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Marchés publics notifiés en 2018;Liste incrémentale des marchés publics notifiés par Bordeaux Métropole, mise à jour mensuellement.;Commande Publique;marchés publics,notifiés,liste,2018,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:51:24+00:00;False;False;2021-01-19T20:48:42+00:00;2025-06-02T08:07:42.341000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;1219;;;;;;;False;;;Millésimée;Finalisé;;;;;;;marches_publics_notifies_2018
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Wording Exutoires et Conseils associés aux déchets de Bordeaux Métropole;"<p> Ces données listent différents exutoires mis en place sur la métropole de Bordeaux et des conseils afin de limiter les déchets produits. </p>   <br/>  
<hr/>

<p>Ce jeu de données peut être mis en relation avec <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/met_dechets"" target=""_blank"">La liste des déchets</a> via le <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/met_dechets_exutoires"" target=""_blank"">jeu d'association déchets - exutoires</a></p>";Déchets;environnement,recylage,tri,collecte,déchets,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2026-02-26T15:22:55+00:00;False;True;2026-02-26T15:22:55+00:00;2026-02-26T15:22:55.417000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;31;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_exutoires_conseils
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Compte Administratif 2017 de Bordeaux Métropole;"<p><span style=""font-size: 12.495px;"">Compte administratif par nature au niveau des chapitres.</span><br/></p>";Finances;budget,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2019-06-25T09:13:07+00:00;False;False;2023-05-23T15:32:28+00:00;2025-06-02T08:04:29.232000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;3473;;;;;;;False;;;Millésimée;Finalisé;;;;;;;compte-administratif-bordeaux-metropole-2017
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Décision modificative n°2 2023 de Bordeaux Métropole;Décision modificative n°2 par nature au niveau des chapitres.;Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2024-02-06T13:27:51+00:00;False;True;2024-02-06T13:27:51+00:00;2025-06-02T08:08:18.849000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;2616;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_decimod2_2023
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Marchés Publics de Bordeaux Métropole - de 2018 à 2024;"<p><span style=""font-size: 12.495px;"">Liste des marchés publics de Bordeaux Métropole depuis 2018.</span><br></p>";Commande Publique;marchés publics,notifiés,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2025-05-12T08:30:50+00:00;False;True;2025-05-12T08:30:50+00:00;2025-06-02T08:08:30.176000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;2584;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_marches_publics_2019
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Décision modificative n°2 2022 de Bordeaux Métropole;Décision modificative n°2 par nature au niveau des chapitres.;Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2024-02-06T13:27:26+00:00;False;True;2024-02-06T13:27:26+00:00;2025-06-02T08:04:55.017000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;2650;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_decimod2_2022
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Compte Administratif 2019 de Bordeaux Métropole;"<p><span style=""font-size: 12.495px;"">Compte administratif par nature au niveau des chapitres.</span></p>";Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2020-11-30T09:48:57+00:00;False;True;2020-11-30T09:48:57+00:00;2025-06-02T08:04:31.300000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;2238;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_compte_administratif_2019
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hébergements collectifs classés sur Bordeaux Métropole;<p>Liste des hébergements collectifs classés sur la métropole de Bordeaux comprenant les données publiques mentionnées à l'article 4 de l'arrêté du 23 décembre 2009 fixant les normes et la procédure de classement des hôtels de tourisme. Les modes d'hébergement concernés sont : Hôtel de tourisme, Camping, Village de vacances, Résidence de tourisme, Parcs résidentiels de loisirs.</p>;Tourisme;Tourisme,Camping,Loisirs,Hotel,Hébergement;Open License v1.0;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2024-07-24T12:18:21+00:00;False;False;2024-07-24T12:16:59+00:00;2026-03-31T01:27:33.344000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Atout France;https://www.data.gouv.fr/fr/datasets/59c36c6a88ee3826d5998a35/;169;;;;;;;True;;;;;;;;;;;hebergements-collectifs-classes-sur-bordeaux-metropole
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Décisions modificatives 2009;Décisions modificatives pour l'année 2009 de Bordeaux Métropole.;Finances;principal,primitif,budget,finances,modificatif,2009,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:47:14+00:00;False;False;2021-01-19T21:06:47+00:00;2025-06-02T08:10:56.342000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;1459;;;;;;;False;;;Millésimée;Finalisé;;;;;;;decisions_modificatives_2009
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Points d'eau en libre accès;<p>Points d'eau en libre accès sur la commune de Talence</p>;Eau et assainissement;Points d'eau,libre,canicule,chaleur;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2019-07-24T10:11:10+00:00;False;False;2019-08-21T17:12:21+00:00;2025-06-02T08:10:45.795000+00:00;fr_80_33522;True;Talence;Point;;Ville de Talence;;11;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;tal_pointseaulibreacces
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Décisions modificatives 2015;Décisions modificatives pour l'année 2014 de Bordeaux Métropole.;Finances;principal,primitif,budget,finances,modificatif,2015,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:47:24+00:00;False;False;2021-01-19T20:59:57+00:00;2025-06-02T08:07:40.896000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;685;;;;;;;False;;;Millésimée;Finalisé;;;;;;;decisions_modificatives_2015
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Points d'apports volontaires Le Haillan;<p>Identification des lieux de points d'apports volontaires sur la commune du Haillan : verre, vêtements, stylos usagés...</p>;Déchets;PAV,déchets,recyclage;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2024-02-29T13:28:19+00:00;False;False;2024-03-04T13:08:29+00:00;2025-06-02T08:04:55.392000+00:00;fr_80_33200;False;Le Haillan;Point;"{""coordinates"": [[[-0.6685140263289213, 44.88550798036158], [-0.685501042753458, 44.88550798036158], [-0.685501042753458, 44.85884896013886], [-0.6685140263289213, 44.85884896013886], [-0.6685140263289213, 44.88550798036158]]], ""type"": ""Polygon""}";Ville Le Haillan;;26;;;;;;;False;;;;;;;;;;;leh-points-apports-volontaires
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Budget supplémentaire 2022 de la ville de Bordeaux;Crédits votés au budget supplémentaire par nature au niveau des chapitres. ;Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2022-09-26T08:59:37+00:00;False;True;2022-09-26T08:59:37+00:00;2025-06-02T08:11:34.767000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;1878;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;bor_budgetsupp_2022
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Calque de plantabilité;"<p>Ce jeu constitue une carte de la plantabilité sur le territoire de Bordeaux Métropole, évaluée sur des carrés de 5 m de côté.</p>
    <p>Pour chaque carré, un indice est calculé. Il exprime la facilité ou la difficulté technique pour y planter un arbre. Il est construit en additionnant les contraintes ou opportunités connues : présence de réseaux enterrés, de bâtiments, espaces plus ou moins circulés, espaces piétons, pleine terre, etc.</p>

    <p>Une couleur est affectée à chaque carré selon la valeur de l’indice :</p>
    <ul>
        <li><span style=""color: darkgreen;"">Vert foncé</span> : très favorable</li>
        <li><span style=""color: lightgreen;"">Vert clair</span> : favorable</li>
        <li><span style=""color: black;"">Blanc</span> : neutre</li>
        <li><span style=""color: orange;"">Orange</span> : défavorable</li>
        <li><span style=""color: red;"">Rouge</span> : très défavorable</li>
        <li><span style=""color: gray;"">Gris</span> : interdit (bâtiments ou surfaces d’eau, telles que les fleuves, lacs, étangs)</li>
        <li>Transparent : pas d'information pertinente dans le SIG</li>
    </ul>

<hr id=""horizontalrule""/> <p>  Ce calque est disponible aux formats suivants : <br> </p> <p>  <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/Calques/met_calque_plantabilite_5m/Bordeaux_Metropole_calque_plantabilite_categories_RGBA.tiff"">  Téléchargement au format GeoTIFF RGBA</a> <a class=""ods-button"" href=""https://fr.ftp.opendatasoft.com/scnbdx/Calques/met_calque_plantabilite_5m/Bordeaux_Metropole_calque_plantabilite_categories_couleurs_palette.tiff"">  Téléchargement au format GeoTIFF mono-bande</a></p>";Environnement;Arbres,Développement durable,Espaces verts,Végétal,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2025-04-30T09:51:35+00:00;False;True;2025-04-30T09:51:35+00:00;2025-06-02T12:51:58.642000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;0;;;;;;;False;;;;Finalisé;Irrégulière;;;;;;met_calque_plantabilite_5m
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Parkings tarifs 2025 fevrier;"<p>Les données tarifaires des parkings publics vous informent sur les différents tarifs pratiqués sur l'agglomération au premier avril 2024.</p><hr style=""font-size: 12.495px;""/><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'><span style=""font-family: inherit; font-size: 0.833rem;"">Ce jeu de données peut être mis en relation avec </span><a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/st_park_p"" style=""background-color: rgb(255, 255, 255); font-size: 0.833rem;"" target=""_blank"">Parking hors voirie</a><span style=""font-family: inherit; font-size: 0.833rem;""> et </span><a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/to_eqpub_p"" style=""background-color: rgb(255, 255, 255); font-size: 0.833rem;"" target=""_blank"">Equipement public</a></p>";Transports/mobilité;mobilité,transports,tarifs,parcs relais,parkings,tram,tramway,tbm,places,stationnements,data-gouv,2024;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2024-12-31T14:35:25+00:00;False;False;2026-03-03T13:51:13+00:00;2026-03-03T13:52:15.309000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;95;;;;;;;False;;ANNUAL;Millésimée;Finalisé;;;;;;;parkings-tarifs-2025-fevrier
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Budget supplémentaire 2018 de Bordeaux Métropole;Crédits votés au budget supplémentaire par nature au niveau des chapitres.;Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2022-08-16T07:49:24+00:00;False;True;2022-08-16T07:49:24+00:00;2025-06-02T08:11:26.148000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;1939;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_budgetsupp_2018
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Relation Déchets et Exutoires de Bordeaux Métropole;"<p> Table d'association entre les déchets et les exutoires et conseils associés pour la métropole de Bordeaux.</p>   <br/>  
<hr/>

<p>Ce jeu de données met  en relation <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/met_dechets"" target=""_blank"">La liste des déchets</a> et <a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/met_exutoires_conseils"" target=""_blank"">La liste des exutoires et conseils</a></p>";Déchets;environnement,recylage,tri,collecte,déchets,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2024-09-11T08:44:02+00:00;False;True;2024-09-11T08:44:02+00:00;2025-06-02T08:11:22.896000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;3790;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_dechets_exutoires
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Compte Administratif 2020 de Bordeaux Métropole;"<p><span style=""font-size: 12.495px;"">Compte administratif par nature au niveau des chapitres.</span></p>";Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2021-08-23T12:18:42+00:00;False;True;2021-08-23T12:18:42+00:00;2025-06-02T08:07:48.765000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;2282;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_compte_administratif_2020
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Budget supplémentaire 2021 de Bordeaux Métropole;Crédits votés au budget supplémentaire par nature au niveau des chapitres.;Finances;budget,finances,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2022-08-16T07:54:17+00:00;False;True;2022-08-16T07:54:17+00:00;2025-06-02T08:11:30.302000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;2005;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;met_budgetsupp_2021
;;ARCEP;Opendatasoft;;;Quarterly;France;2018 -;;;NationalAuthority;;;;;;;;;;;;;;;;;;;;;;;Déploiement du haut et très haut débit - Commune - Bordeaux Métropole;"<p>Ce jeu de données détaille l'avancée du déploiement du haut et très haut débit, sur le territoire de Bordeaux Métropole, par commune.</p><p>Ces données sont issues de la collecte trimestrielle 'Observatoire de gros HD/THD' au titre de la décision n°2012-1503 et sont mises à jour de manière trimestrielle. </p><p>Il présente notamment : </p><ul><li><span>Le nombre de logements raccordables;</span></li><li><span>Le taux de logements raccordables (le nombre total de logement est issu des bases de l'INSEE : le taux de logements est parfois supérieur à 100% en raison d'incohérence entre le nombre de logement affiché par l'INSEE et le nombre de logement raccordés affiché par l'ARCEP)</span></li><li><span>Les différents opérateurs d'investissements présents dans la commune.</span></li></ul><p></p><p><span>Certaines colonnes non documentées dans les jeux de données originels ne sont pas reprises. </span><span>Ces données ont donc été mises de côté, mais il est possible de les ré-incorporer à l’avenir, par exemple lors d’une mise à jour de la documentation associée.</span></p><p><b>Enrichissement</b></p><ul><li>ajout des hiérarchies administratives</li><li>ajout des labels sur les taux de couvertures et les types de zones.</li></ul><p><span></span></p>";Infrastructure IT;adsl,cable,debit,deploiement,fibre,fibre-optique,ftth,haut-debit,logement;Open License v2.0;https://www.etalab.gouv.fr/wp-content/uploads/2018/11/open-licence.pdf;fr;fr;;2021-10-28T10:55:16+00:00;False;False;2025-03-27T20:58:14+00:00;2026-03-31T01:27:35.272000+00:00;fr_70_243300316;False;Bordeaux Métropole;Polygon;"{""coordinates"": [[[-0.4549460671842098, 45.040181963704526], [-0.8840510621666908, 45.040181963704526], [-0.8840510621666908, 44.741446995176375], [-0.4549460671842098, 44.741446995176375], [-0.4549460671842098, 45.040181963704526]]], ""type"": ""Polygon""}";ARCEP;https://www.data.gouv.fr/fr/datasets/le-marche-du-haut-et-tres-haut-debit-fixe-deploiements/#_;700;;;;;;;True;;;;;;;;;;;deploiement-du-haut-et-tres-haut-debit-commune-bordeaux-metropole
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Décision modificative n°3 2017 de la ville de Bordeaux;<p>Décision modificative n°3 par nature au niveau des chapitres.<br/></p>;Finances;Budget, Finances;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2023-05-23T13:43:39+00:00;False;True;2023-05-23T13:43:39+00:00;2025-06-02T08:10:52.537000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;2670;;;;;;;False;;;Millésimée;Finalisé;;;;;;;bor_decimod3_2017
;2015-03-04;Ville de Bordeaux;DPT;;;Trimestrielle;;;Tronçon de voie;Précision : Bonne, Exhaustivité : Totale;;;;;;;;;;;;;;;;;;;;;;;;Liste des voies par canton de Bordeaux en 2019;Liste des tronçons de rue par canton. ;Infrastructure physique (réseau);Adresse,Canton,Rues;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-08T10:34:27+00:00;False;False;2021-01-12T10:25:41+00:00;2025-06-02T08:07:13.056000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;5333;;;;;;;False;;;Millésimée;Finalisé;Irrégulière;;;;;;bor_refvoiescantons
;2012-09-20;Ville de Bordeaux;DPT;;;Annuelle;;;Objet;Précision : Bonne, Exhaustivité : Totale;;;;;;;;;;;;;;;;;;;;;;;;Taxe locale sur la publicité extérieure, par tranche de montant taxée à Bordeaux;Taxe locale sur la publicité extérieure, par tranche de montant taxé (de 2009 à 2015).;Finances;Recette,Taxe,Voie publique;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2020-11-10T10:15:57+00:00;False;False;2020-11-10T10:17:01+00:00;2025-06-02T08:07:11.736000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;193;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;bor_tlpetranchemontant
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Naissances statistiques 2021;<p>Naissances pour l'année 2021<br/></p>;Etat Civil;;;;;;;2022-05-30T09:40:39+00:00;False;False;2022-05-30T09:47:36+00:00;2025-06-02T08:07:55.744000+00:00;fr_80_33522;False;Talence;;;Ville de Talence;;1;;;;;;;False;;;;;;;;;;;deces-statistiques-2021
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Parkings tarifs 2017;"<p>Les données tarifaires des parkings publics vous informent sur les différents tarifs pratiqués sur l'agglomération au premier janvier 2017.</p><hr style=""font-size: 12.495px;""/><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif; font-size: 12.495px;'><span style=""font-family: inherit; font-size: 0.833rem;"">Ce jeu de données peut être mis en relation avec </span><a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/st_park_p"" style=""background-color: rgb(255, 255, 255); font-size: 0.833rem;"" target=""_blank"">Parking hors voirie</a><span style=""font-family: inherit; font-size: 0.833rem;""> et </span><a href=""https://opendata.bordeaux-metropole.fr/explore/dataset/to_eqpub_p"" style=""background-color: rgb(255, 255, 255); font-size: 0.833rem;"" target=""_blank"">Equipement public</a></p>";Transports/mobilité;mobilité,transports,tarifs,parcs relais,parkings,tram,tramway,tbm,places,stationnements,2017,data-gouv;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2019-04-03T15:53:27+00:00;False;False;2021-01-19T20:36:05+00:00;2025-06-02T08:10:34.672000+00:00;fr_70_243300316;False;Bordeaux Métropole;;;Bordeaux Métropole;;63;;;;;;;False;;;Millésimée;Finalisé;;;;;;;parkings_tarifs_2017
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Arrêtés municipaux du Haillan;<p>Répertoire des arrêtés municipaux pris depuis 2016 par la Ville du Haillan. </p><p>Données produites par le cabinet de la ville du Haillan. </p>;Administration générale;data-gouv,Arrêtés;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Amsterdam;2024-11-06T09:49:32+00:00;False;True;2024-11-06T09:49:32+00:00;2025-06-02T08:08:00.006000+00:00;fr_80_33200;False;Le Haillan;;;Ville Le Haillan;;3748;;;;;;;False;;;Millésimée;Finalisé;Mensuelle;;;;;;leh_arretes_municipaux
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Compte Administratif 2018 de la ville de Bordeaux;<p>Compte administratif par nature au niveau des chapitres.<br/></p>;Finances;Budget, Finances;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;Europe/Paris;2023-05-23T13:11:29+00:00;False;True;2023-05-23T13:11:29+00:00;2025-06-02T08:04:30.291000+00:00;fr_80_33063;False;Bordeaux;;;Ville de Bordeaux;;2344;;;;;;;False;;;Millésimée;Finalisé;;;;;;;bor_compteadmin_2018
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Points d'eau potable à Mérignac;"<p>Géolocalisation des points d'eau potable dans la Ville de Mérignac en cas de déclenchement du plan ""fortes chaleurs"". </p>";Eau et assainissement;data-gouv,Points d'eau,canicule,plan fortes chaleurs,eau potable;Licence Ouverte;https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;fr;fr;;2023-06-01T12:45:44+00:00;False;True;2023-06-01T12:45:44+00:00;2025-06-02T08:11:45.228000+00:00;fr_80_33281;False;Mérignac;Point;"{""coordinates"": [[[-0.6156150810420513, 44.85399399418384], [-0.717125041410327, 44.85399399418384], [-0.717125041410327, 44.81529696844518], [-0.6156150810420513, 44.81529696844518], [-0.6156150810420513, 44.85399399418384]]], ""type"": ""Polygon""}";Ville de Mérignac;;11;;;;;;;False;;;Millésimée;Finalisé;Annuelle;;;;;;mer_points-d-eau-potable
